CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited,Balance_over_Salary,Tenure_over_Age,Age_Tenure,CreditScore_over_Age
704,Spain,Male,33,3,0.0,2,1,0,73018.74,0,0.0,0.09090909090909091,30,21.333333333333332
678,France,Male,43,5,102338.19,1,1,1,79649.62,0,1.2848547174487464,0.11627906976744186,38,15.767441860465116
712,France,Female,29,3,87375.78,2,0,0,166194.53,0,0.5257440181695511,0.10344827586206896,26,24.551724137931036
651,France,Male,44,2,0.0,3,1,0,102530.35,1,0.0,0.045454545454545456,42,14.795454545454545
789,Germany,Male,51,3,104677.09,1,1,0,74265.38,0,1.4095004967321245,0.058823529411764705,48,15.470588235294118
775,Germany,Male,32,8,121669.23,1,0,1,125898.39,0,0.9664081486665556,0.25,24,24.21875
564,Germany,Male,40,7,108407.34,1,1,1,83681.2,0,1.295480227338996,0.175,33,14.1
841,Germany,Female,33,7,154969.79,2,1,1,99505.75,0,1.5573953264007356,0.21212121212121213,26,25.484848484848484
850,Spain,Male,39,0,141829.67,1,1,1,92748.16,0,1.529191199049124,0.0,39,21.794871794871796
637,France,Female,63,5,0.0,1,1,0,28092.77,1,0.0,0.07936507936507936,58,10.11111111111111
500,France,Male,45,2,109162.82,1,1,1,126145.08,0,0.8653751696062978,0.044444444444444446,43,11.11111111111111
655,France,Male,44,8,87471.63,1,0,1,188593.98,0,0.4638092371771358,0.18181818181818182,36,14.886363636363637
666,France,Female,33,2,147229.65,1,1,1,56410.17,0,2.609984157112095,0.06060606060606061,31,20.181818181818183
658,France,Female,24,2,0.0,2,1,1,84694.49,0,0.0,0.08333333333333333,22,27.416666666666668
749,Germany,Male,66,6,182532.23,2,1,1,195429.92,0,0.9340035036600333,0.09090909090909091,60,11.348484848484848
654,France,Male,32,6,0.0,2,1,1,137898.57,0,0.0,0.1875,26,20.4375
623,France,Female,39,1,160903.2,1,0,0,78774.36,0,2.0425833989638256,0.02564102564102564,38,15.974358974358974
761,France,Female,33,6,138053.79,2,1,0,148779.41,0,0.9279092449687762,0.18181818181818182,27,23.060606060606062
627,France,Male,44,6,153548.12,1,0,0,35300.08,1,4.349795241257243,0.13636363636363635,38,14.25
757,Germany,Male,31,8,149085.9,2,1,1,197077.36,0,0.7564841542427806,0.25806451612903225,23,24.419354838709676
695,Germany,Female,53,8,95231.91,1,0,0,70140.8,1,1.3577248905059538,0.1509433962264151,45,13.11320754716981
726,France,Male,34,3,0.0,2,1,0,196288.46,0,0.0,0.08823529411764706,31,21.352941176470587
587,Spain,Male,41,8,85109.21,1,1,0,1557.82,0,54.63353275731472,0.1951219512195122,33,14.317073170731707
605,Germany,Female,43,8,125338.8,2,1,0,23970.13,0,5.228957873820459,0.18604651162790697,35,14.069767441860465
850,Spain,Male,62,5,0.0,2,1,1,180243.56,0,0.0,0.08064516129032258,57,13.709677419354838
850,France,Female,38,0,106831.69,1,0,1,148977.72,0,0.7170984359271977,0.0,38,22.36842105263158
751,France,Male,29,3,159597.45,1,1,0,39934.41,0,3.996489493647208,0.10344827586206896,26,25.896551724137932
627,Germany,Female,37,7,147361.57,1,1,1,133031.96,0,1.1077155444451094,0.1891891891891892,30,16.945945945945947
736,France,Male,43,4,176134.54,1,1,1,52856.88,0,3.3322916524774073,0.09302325581395349,39,17.11627906976744
652,France,Female,74,5,0.0,2,1,1,937.15,0,0.0,0.06756756756756757,69,8.81081081081081
627,France,Female,35,7,0.0,2,0,1,193022.44,0,0.0,0.2,28,17.914285714285715
636,France,Male,34,1,84055.43,1,0,0,37490.84,0,2.2420257854985377,0.029411764705882353,33,18.705882352941178
775,France,Male,60,7,0.0,2,1,1,111558.7,0,0.0,0.11666666666666667,53,12.916666666666666
850,Spain,Female,45,5,174088.3,4,1,0,5669.31,1,30.70714072788399,0.1111111111111111,40,18.88888888888889
850,Spain,Male,34,8,199229.14,1,0,0,68106.29,0,2.9252678423681577,0.23529411764705882,26,25.0
516,France,Male,37,8,0.0,1,1,0,101834.58,0,0.0,0.21621621621621623,29,13.945945945945946
513,Spain,Female,42,10,0.0,2,0,1,73151.25,0,0.0,0.23809523809523808,32,12.214285714285714
673,Germany,Female,69,3,78833.15,2,1,1,37196.15,0,2.119390044399756,0.043478260869565216,66,9.753623188405797
564,France,Female,27,6,0.0,1,0,0,7819.76,0,0.0,0.2222222222222222,21,20.88888888888889
636,France,Female,35,2,0.0,2,1,1,23129.46,0,0.0,0.05714285714285714,33,18.17142857142857
712,France,Male,29,3,102540.61,1,1,1,189680.79,0,0.5405956501973658,0.10344827586206896,26,24.551724137931036
568,France,Male,51,4,0.0,3,1,1,66586.56,0,0.0,0.0784313725490196,47,11.137254901960784
741,Spain,Male,43,0,0.0,2,1,1,2920.63,1,0.0,0.0,43,17.232558139534884
754,Germany,Female,39,8,129401.87,1,1,1,87684.93,0,1.4757595176274876,0.20512820512820512,31,19.333333333333332
709,France,Female,32,7,0.0,2,1,1,199418.02,0,0.0,0.21875,25,22.15625
510,France,Female,32,1,0.0,2,0,1,28515.17,0,0.0,0.03125,31,15.9375
716,Spain,Male,33,2,0.0,2,1,1,92916.53,0,0.0,0.06060606060606061,31,21.696969696969695
607,Germany,Male,36,10,106702.94,2,0,0,198313.69,0,0.5380513064932633,0.2777777777777778,26,16.86111111111111
656,Spain,Male,26,4,139584.57,1,1,0,36308.93,0,3.844359225127262,0.15384615384615385,22,25.23076923076923
550,Germany,Male,52,5,121016.23,1,1,1,41730.37,1,2.8999558355221864,0.09615384615384616,47,10.576923076923077
486,France,Male,26,2,0.0,2,1,1,31399.4,0,0.0,0.07692307692307693,24,18.692307692307693
598,Germany,Male,59,8,118210.42,2,0,0,60192.14,1,1.9638846533783314,0.13559322033898305,51,10.135593220338983
675,Spain,Male,35,8,0.0,2,1,0,29062.25,0,0.0,0.22857142857142856,27,19.285714285714285
755,France,Female,29,4,148654.84,2,1,1,28805.09,0,5.160714304312189,0.13793103448275862,25,26.03448275862069
656,Spain,Male,32,5,136963.12,1,1,0,133814.28,0,1.0235314198155832,0.15625,27,20.5
644,Germany,Male,47,9,137774.11,2,1,0,151902.78,0,0.9069887331884248,0.19148936170212766,38,13.702127659574469
598,France,Female,32,4,111156.52,1,1,1,167376.26,0,0.6641116249102471,0.125,28,18.6875
850,Spain,Female,31,3,121237.65,1,1,1,31022.56,0,3.9080478851519667,0.0967741935483871,28,27.419354838709676
679,France,Male,36,1,97234.58,1,1,0,188997.08,0,0.5144766257764406,0.027777777777777776,35,18.86111111111111
632,France,Male,60,2,0.0,2,0,1,2085.32,0,0.0,0.03333333333333333,58,10.533333333333333
550,Spain,Male,45,0,0.0,2,0,1,70399.71,0,0.0,0.0,45,12.222222222222221
572,Germany,Female,54,9,97382.53,1,1,1,195771.95,0,0.4974284109649007,0.16666666666666666,45,10.592592592592593
626,Germany,Female,47,2,103108.8,1,0,1,166475.44,1,0.6193634328282899,0.0425531914893617,45,13.319148936170214
625,Spain,Female,57,7,0.0,1,0,0,84106.17,1,0.0,0.12280701754385964,50,10.964912280701755
515,France,Female,58,2,131852.81,1,1,0,81436.68,1,1.619083808426375,0.034482758620689655,56,8.879310344827585
612,Spain,Male,35,1,0.0,1,1,1,83256.26,1,0.0,0.02857142857142857,34,17.485714285714284
628,Spain,Female,39,8,107553.33,1,1,0,117523.41,0,0.9151651573078079,0.20512820512820512,31,16.102564102564102
529,Spain,Female,43,5,0.0,2,0,0,79476.63,0,0.0,0.11627906976744186,38,12.30232558139535
668,Germany,Female,46,7,161806.09,1,1,1,173052.19,0,0.9350132465818548,0.15217391304347827,39,14.521739130434783
526,France,Male,30,9,0.0,2,0,0,100995.68,0,0.0,0.3,21,17.533333333333335
791,France,Female,52,7,0.0,1,1,1,122782.5,0,0.0,0.1346153846153846,45,15.211538461538462
573,France,Male,27,2,128243.03,1,1,1,11631.34,0,11.025645368461415,0.07407407407407407,25,21.22222222222222
565,France,Female,38,5,126645.13,1,1,1,168303.55,0,0.7524804438171389,0.13157894736842105,33,14.868421052631579
604,France,Female,47,8,62094.71,3,0,0,9308.1,1,6.671040276748208,0.1702127659574468,39,12.851063829787234
656,France,Male,37,7,112291.34,1,1,0,153157.97,0,0.7331733373065731,0.1891891891891892,30,17.72972972972973
447,France,Female,44,5,89188.83,1,1,1,75408.24,0,1.182746474390597,0.11363636363636363,39,10.159090909090908
682,France,Male,55,9,0.0,1,1,0,153356.8,1,0.0,0.16363636363636364,46,12.4
437,Spain,Male,28,2,109161.25,1,1,0,152987.42,0,0.7135308903176483,0.07142857142857142,26,15.607142857142858
792,Spain,Male,47,0,0.0,1,1,1,5557.88,1,0.0,0.0,47,16.851063829787233
627,Spain,Female,25,4,0.0,1,1,1,194313.93,0,0.0,0.16,21,25.08
767,France,Female,34,8,0.0,2,1,0,94767.77,0,0.0,0.23529411764705882,26,22.558823529411764
686,France,Male,26,7,0.0,2,1,0,1540.89,0,0.0,0.2692307692307692,19,26.384615384615383
789,France,Female,53,1,158271.74,1,1,1,5036.39,1,31.425632248495447,0.018867924528301886,52,14.88679245283019
794,France,Male,56,9,96951.21,1,1,1,71776.76,0,1.3507326048152635,0.16071428571428573,47,14.178571428571429
587,Germany,Male,35,5,121863.61,1,1,1,23481.69,1,5.189729103825151,0.14285714285714285,30,16.771428571428572
589,Germany,Female,19,9,83495.11,1,1,1,143022.31,1,0.5837908085808431,0.47368421052631576,10,31.0
543,Germany,Female,25,1,146566.01,1,0,1,161407.48,0,0.9080496765081767,0.04,24,21.72
589,Spain,Female,45,1,0.0,1,0,0,125939.22,1,0.0,0.022222222222222223,44,13.088888888888889
701,Germany,Male,23,5,186101.18,2,1,1,76611.33,0,2.429160021109149,0.21739130434782608,18,30.47826086956522
850,France,Male,40,6,0.0,1,1,0,136985.08,1,0.0,0.15,34,21.25
726,Germany,Female,51,8,107494.86,2,1,0,140937.91,1,0.7627107568148271,0.1568627450980392,43,14.235294117647058
767,Spain,Male,47,2,0.0,1,1,0,48161.18,1,0.0,0.0425531914893617,45,16.319148936170212
648,Spain,Male,36,8,146943.38,2,1,1,130041.45,0,1.1299734046336765,0.2222222222222222,28,18.0
651,Spain,Female,36,8,0.0,2,1,0,91652.43,0,0.0,0.2222222222222222,28,18.083333333333332
633,France,Female,36,6,125130.28,1,0,0,125961.48,0,0.9934011572426745,0.16666666666666666,30,17.583333333333332
740,France,Female,37,9,0.0,2,1,1,73225.31,0,0.0,0.24324324324324326,28,20.0
592,France,Female,34,9,0.0,2,1,1,20460.2,0,0.0,0.2647058823529412,25,17.41176470588235
670,France,Female,41,10,0.0,3,1,0,81602.02,0,0.0,0.24390243902439024,31,16.341463414634145
628,France,Male,36,3,0.0,2,1,1,8742.91,0,0.0,0.08333333333333333,33,17.444444444444443
745,France,Male,47,5,0.0,2,0,0,145789.71,0,0.0,0.10638297872340426,42,15.851063829787234
705,France,Male,32,3,0.0,2,0,0,129576.99,0,0.0,0.09375,29,22.03125
559,France,Female,42,7,0.0,2,1,1,190040.29,0,0.0,0.16666666666666666,35,13.30952380952381
595,France,Male,29,6,150685.79,1,1,0,87771.06,0,1.7168049468697315,0.20689655172413793,23,20.517241379310345
492,France,Male,35,4,141359.37,2,1,0,39519.53,0,3.5769496752618264,0.11428571428571428,31,14.057142857142857
498,France,Female,29,9,0.0,1,1,0,190035.83,0,0.0,0.3103448275862069,20,17.17241379310345
655,France,Female,39,6,94631.26,2,1,1,148948.52,0,0.6353286356923855,0.15384615384615385,33,16.794871794871796
636,France,Female,39,3,118336.14,1,1,0,184691.77,0,0.6407223234689884,0.07692307692307693,36,16.307692307692307
634,France,Female,45,2,0.0,1,1,1,143458.31,0,0.0,0.044444444444444446,43,14.088888888888889
793,Spain,Male,63,0,0.0,2,0,1,27166.75,0,0.0,0.0,63,12.587301587301587
526,Germany,Male,50,5,124233.24,1,0,1,159456.87,1,0.7791024620011668,0.1,45,10.52
768,France,Female,26,5,51116.26,1,1,1,70454.79,1,0.7255185914257924,0.19230769230769232,21,29.53846153846154
540,Germany,Male,64,1,91869.69,1,0,1,95421.0,0,0.9627827207847329,0.015625,63,8.4375
732,France,Female,34,8,122338.43,2,1,0,187985.85,0,0.6507853117668164,0.23529411764705882,26,21.529411764705884
617,France,Female,30,8,0.0,1,1,1,92621.9,0,0.0,0.26666666666666666,22,20.566666666666666
637,Spain,Female,54,5,0.0,1,0,1,150836.98,0,0.0,0.09259259259259259,49,11.796296296296296
573,France,Male,26,8,86270.93,2,1,1,90177.3,0,0.956681226871951,0.3076923076923077,18,22.03846153846154
531,France,Male,44,3,0.0,2,1,1,34416.79,0,0.0,0.06818181818181818,41,12.068181818181818
489,France,Female,38,5,117289.92,1,0,0,85231.88,0,1.3761273363910311,0.13157894736842105,33,12.868421052631579
601,France,Male,35,2,0.0,2,1,1,118983.18,0,0.0,0.05714285714285714,33,17.17142857142857
452,Germany,Male,33,7,153663.27,1,1,0,111868.23,0,1.3736095583169592,0.21212121212121213,26,13.696969696969697
728,Spain,Female,29,1,0.0,1,1,1,83056.22,0,0.0,0.034482758620689655,28,25.103448275862068
590,Germany,Female,27,8,123599.49,2,1,0,1676.92,0,73.70625313073968,0.2962962962962963,19,21.85185185185185
490,France,Male,29,4,0.0,2,1,0,32089.57,0,0.0,0.13793103448275862,25,16.896551724137932
596,Spain,Female,76,9,134208.25,1,1,1,13455.43,0,9.974281758368182,0.11842105263157894,67,7.842105263157895
635,France,Male,29,1,0.0,1,0,1,24865.54,0,0.0,0.034482758620689655,28,21.896551724137932
782,Germany,Male,35,7,98556.89,2,1,0,117644.36,0,0.8377527830488432,0.2,28,22.34285714285714
790,Spain,Female,37,3,0.0,3,0,0,98897.32,0,0.0,0.08108108108108109,34,21.35135135135135
587,France,Male,40,2,0.0,4,0,1,106174.7,1,0.0,0.05,38,14.675
794,Spain,Female,46,8,134593.79,1,1,1,46386.37,0,2.9015805720516608,0.17391304347826086,38,17.26086956521739
515,France,Male,41,8,0.0,2,1,1,185054.14,0,0.0,0.1951219512195122,33,12.560975609756097
746,Spain,Male,24,10,68781.82,1,0,1,47997.39,0,1.4330325044757644,0.4166666666666667,14,31.083333333333332
667,Germany,Female,56,8,137464.04,1,1,0,130846.79,1,1.0505725054470194,0.14285714285714285,48,11.910714285714286
709,France,Male,32,4,147307.91,1,0,1,40861.55,0,3.6050494902909946,0.125,28,22.15625
536,France,Female,35,8,0.0,1,1,0,171840.24,1,0.0,0.22857142857142856,27,15.314285714285715
711,France,Female,41,3,145754.91,1,1,1,101455.07,0,1.4366449108950394,0.07317073170731707,38,17.341463414634145
753,France,Male,46,8,0.0,3,1,0,90747.94,1,0.0,0.17391304347826086,38,16.369565217391305
748,France,Male,44,4,112610.77,1,0,1,2048.55,0,54.970964828781334,0.09090909090909091,40,17.0
623,France,Female,57,7,71481.79,2,1,1,84421.34,0,0.8467265504195977,0.12280701754385964,50,10.929824561403509
465,France,Male,33,5,0.0,2,0,1,78698.09,0,0.0,0.15151515151515152,28,14.090909090909092
640,Spain,Female,34,3,77826.8,1,1,1,168544.85,0,0.46175721180445445,0.08823529411764706,31,18.823529411764707
562,France,Male,75,5,87140.85,1,1,1,39351.64,0,2.214414697837244,0.06666666666666667,70,7.493333333333333
502,Germany,Female,42,0,132002.7,1,0,1,28204.98,1,4.680120319177678,0.0,42,11.952380952380953
536,France,Male,32,7,178011.5,2,1,0,22375.14,0,7.955771449921654,0.21875,25,16.75
670,Germany,Female,32,4,102954.68,2,0,1,134942.45,0,0.7629525030855745,0.125,28,20.9375
775,Germany,Male,51,2,123783.25,1,1,1,134901.57,0,0.9175819821815269,0.0392156862745098,49,15.196078431372548
759,Germany,Male,30,4,101802.67,1,0,0,8693.8,0,11.709801237663623,0.13333333333333333,26,25.3
604,France,Male,33,3,148659.48,1,0,0,42437.75,0,3.50300098379391,0.09090909090909091,30,18.303030303030305
766,Germany,Female,62,7,142724.48,1,0,1,5893.23,1,24.218379394661337,0.11290322580645161,55,12.35483870967742
554,Spain,Female,41,4,112152.89,1,0,1,36242.19,0,3.094539540794858,0.0975609756097561,37,13.512195121951219
487,France,Female,53,10,89550.85,1,0,1,90076.85,0,0.9941605418040262,0.18867924528301888,43,9.18867924528302
725,France,Male,35,7,75915.75,1,1,0,150507.43,0,0.5043986864967398,0.2,28,20.714285714285715
732,Germany,Female,42,2,118889.66,2,0,0,87422.15,0,1.3599489374260414,0.047619047619047616,40,17.428571428571427
623,France,Male,40,5,118788.57,1,1,0,192867.4,0,0.6159079761535646,0.125,35,15.575
781,France,Female,42,3,156555.54,1,1,1,175674.01,0,0.8911707542851671,0.07142857142857142,39,18.595238095238095
714,Germany,Male,53,1,99141.86,1,1,1,72496.05,1,1.3675484388459784,0.018867924528301886,52,13.471698113207546
577,Germany,Female,31,4,61211.18,1,1,1,145250.43,0,0.42141823607682266,0.12903225806451613,27,18.612903225806452
731,Spain,Female,37,1,128932.4,1,1,1,180712.52,0,0.7134668920559571,0.02702702702702703,36,19.756756756756758
650,Spain,Female,23,5,0.0,1,1,1,180622.43,0,0.0,0.21739130434782608,18,28.26086956521739
779,France,Male,32,10,80728.15,1,1,0,86306.75,0,0.9353631089109484,0.3125,22,24.34375
706,Spain,Female,46,2,127660.46,2,1,0,150156.82,1,0.850180897544314,0.043478260869565216,44,15.347826086956522
733,Spain,Male,44,3,106070.89,1,0,1,101617.43,0,1.0438257491849579,0.06818181818181818,41,16.65909090909091
579,Germany,Female,42,3,137560.38,2,1,1,85424.34,0,1.6103183237938978,0.07142857142857142,39,13.785714285714286
476,Germany,Female,34,8,111905.43,1,0,1,197221.81,1,0.5674090000492339,0.23529411764705882,26,14.0
775,France,Male,40,9,126212.64,1,1,0,70196.57,0,1.7979887051461345,0.225,31,19.375
538,Spain,Male,68,9,0.0,2,1,0,110440.5,1,0.0,0.1323529411764706,59,7.911764705882353
602,France,Male,38,7,111835.94,2,1,0,124389.61,0,0.8990778249083665,0.18421052631578946,31,15.842105263157896
615,France,Male,30,8,0.0,2,0,0,3183.15,0,0.0,0.26666666666666666,22,20.5
700,Germany,Female,28,3,99705.69,2,0,0,146723.72,0,0.6795471788746905,0.10714285714285714,25,25.0
615,France,Male,32,1,0.0,2,0,0,2139.25,0,0.0,0.03125,31,19.21875
544,Germany,Male,44,2,108895.93,1,0,0,69228.2,1,1.5729995868735573,0.045454545454545456,42,12.363636363636363
573,Spain,Male,56,3,154669.77,1,0,1,115462.27,1,1.3395698005937349,0.05357142857142857,53,10.232142857142858
555,Spain,Male,50,7,128061.0,2,1,1,62375.1,0,2.0530788728194422,0.14,43,11.1
692,France,Female,31,2,0.0,2,1,0,91829.17,1,0.0,0.06451612903225806,29,22.322580645161292
476,France,Female,40,4,0.0,2,0,0,182547.04,0,0.0,0.1,36,11.9
770,Spain,Male,46,9,190678.02,1,1,1,14725.36,0,12.948954728441272,0.1956521739130435,37,16.73913043478261
641,France,Female,40,7,0.0,1,1,0,126996.67,0,0.0,0.175,33,16.025
705,France,Female,35,5,0.0,1,1,0,133991.11,1,0.0,0.14285714285714285,30,20.142857142857142
784,France,Male,38,5,136712.91,1,0,1,169920.92,0,0.8045678542700921,0.13157894736842105,33,20.63157894736842
727,Spain,Female,52,1,154733.97,1,1,0,80259.67,1,1.9279168479013185,0.019230769230769232,51,13.98076923076923
576,France,Female,41,4,112609.91,1,0,0,191035.18,1,0.5894721066559573,0.0975609756097561,37,14.048780487804878
646,Spain,Male,69,10,115462.44,1,1,0,40421.87,0,2.8564348952683285,0.14492753623188406,59,9.36231884057971
638,France,Male,34,5,133501.36,1,0,1,155643.04,0,0.8577406352381705,0.14705882352941177,29,18.764705882352942
632,Germany,Male,30,1,58668.02,1,1,1,78670.52,0,0.7457433864680187,0.03333333333333333,29,21.066666666666666
850,Spain,Male,44,7,89118.26,1,1,0,104240.77,1,0.8549271076950026,0.1590909090909091,37,19.318181818181817
492,France,Female,28,9,0.0,2,1,0,95957.09,0,0.0,0.32142857142857145,19,17.571428571428573
673,Germany,Female,77,10,76510.52,2,0,1,59595.66,0,1.283827043781376,0.12987012987012986,67,8.74025974025974
609,Spain,Male,34,7,140694.78,2,1,0,46266.63,0,3.040955868192691,0.20588235294117646,27,17.91176470588235
701,Germany,Male,36,7,95448.32,2,1,0,189085.07,0,0.5047903570599201,0.19444444444444445,29,19.47222222222222
651,France,Male,34,4,91562.99,1,1,1,123954.15,0,0.7386843441708084,0.11764705882352941,30,19.147058823529413
508,France,Male,31,8,72541.48,1,1,0,129803.08,0,0.5588579254051599,0.25806451612903225,23,16.387096774193548
616,Spain,Female,43,3,120867.18,1,1,0,18761.92,1,6.442154107895141,0.06976744186046512,40,14.325581395348838
489,France,Male,34,5,0.0,1,0,0,43540.59,0,0.0,0.14705882352941177,29,14.382352941176471
567,Spain,Female,45,1,157320.51,1,1,0,62193.92,0,2.5295159076642864,0.022222222222222223,44,12.6
714,Spain,Male,27,3,0.0,3,1,1,129130.09,0,0.0,0.1111111111111111,24,26.444444444444443
678,Germany,Female,30,1,139676.95,2,0,1,16146.0,0,8.650870184565838,0.03333333333333333,29,22.6
581,France,Female,55,6,0.0,1,1,1,22442.13,0,0.0,0.10909090909090909,49,10.563636363636364
748,Spain,Male,60,3,0.0,2,1,1,78194.37,0,0.0,0.05,57,12.466666666666667
781,France,Female,19,3,0.0,2,1,1,124297.32,0,0.0,0.15789473684210525,16,41.10526315789474
691,Spain,Male,21,3,103000.94,1,1,1,104648.58,0,0.9842554958700825,0.14285714285714285,18,32.904761904761905
507,Germany,Male,31,2,134237.07,1,1,1,166423.66,1,0.8065984728373358,0.06451612903225806,29,16.35483870967742
724,Germany,Male,34,6,118235.7,2,0,0,157137.23,0,0.7524359440471236,0.17647058823529413,28,21.294117647058822
705,Spain,Female,57,3,0.0,2,1,1,34134.14,0,0.0,0.05263157894736842,54,12.368421052631579
708,Spain,Female,64,5,0.0,3,0,1,112520.07,1,0.0,0.078125,59,11.0625
580,Germany,Male,38,9,115442.19,2,1,0,128481.5,1,0.8985121593381148,0.23684210526315788,29,15.263157894736842
850,France,Male,38,5,0.0,2,1,0,16491.64,0,0.0,0.13157894736842105,33,22.36842105263158
714,Spain,Male,25,2,0.0,1,1,1,132979.43,0,0.0,0.08,23,28.56
559,France,Female,43,1,0.0,2,1,1,196645.87,0,0.0,0.023255813953488372,42,13.0
577,Spain,Female,44,8,115557.0,1,0,1,127506.76,0,0.9062813610823458,0.18181818181818182,36,13.113636363636363
647,Germany,Female,35,3,166518.63,2,1,0,147930.46,0,1.1256547840113524,0.08571428571428572,32,18.485714285714284
554,Spain,Male,30,6,135370.12,1,1,1,179689.05,1,0.7533576475583793,0.2,24,18.466666666666665
549,Germany,Male,54,5,92877.33,1,1,0,2619.64,1,35.45423416958056,0.09259259259259259,49,10.166666666666666
528,France,Female,26,10,102073.67,2,0,0,166799.93,0,0.6119527148482616,0.38461538461538464,16,20.307692307692307
720,Germany,Male,46,3,97042.6,1,1,1,133516.51,1,0.7268209751737819,0.06521739130434782,43,15.652173913043478
743,Spain,Male,41,7,0.0,1,1,0,163736.09,1,0.0,0.17073170731707318,34,18.121951219512194
615,Germany,Male,24,8,108528.07,2,0,0,179488.41,1,0.6046522446769683,0.3333333333333333,16,25.625
635,Germany,Female,44,2,79064.85,2,0,1,113291.75,0,0.6978870923964013,0.045454545454545456,42,14.431818181818182
686,Spain,Male,45,3,74274.87,3,1,0,64907.48,1,1.1443191139141435,0.06666666666666667,42,15.244444444444444
840,Spain,Female,36,6,0.0,2,1,0,141364.27,0,0.0,0.16666666666666666,30,23.333333333333332
695,France,Male,43,1,100421.1,1,1,1,101141.28,0,0.9928794652391191,0.023255813953488372,42,16.162790697674417
564,France,Male,26,7,84006.88,2,0,0,183490.99,0,0.45782564037612966,0.2692307692307692,19,21.692307692307693
805,France,Female,31,4,0.0,2,1,0,4798.12,0,0.0,0.12903225806451613,27,25.967741935483872
558,Spain,Male,45,4,0.0,1,1,0,131807.14,0,0.0,0.08888888888888889,41,12.4
657,France,Female,39,4,80293.81,1,1,0,97192.76,0,0.8261295388668868,0.10256410256410256,35,16.846153846153847
641,France,Female,42,7,125437.14,2,0,0,164128.58,0,0.7642614101700022,0.16666666666666666,35,15.261904761904763
755,France,Male,36,8,0.0,2,1,0,176809.87,0,0.0,0.2222222222222222,28,20.97222222222222
483,France,Male,48,1,0.0,2,1,1,110059.38,0,0.0,0.020833333333333332,47,10.0625
545,Germany,Female,44,2,127536.44,1,1,0,108398.63,0,1.176550294039694,0.045454545454545456,42,12.386363636363637
678,France,Male,66,8,0.0,2,1,1,47117.03,0,0.0,0.12121212121212122,58,10.272727272727273
781,Germany,Female,48,9,82794.18,1,1,0,124720.68,1,0.6638368232116758,0.1875,39,16.270833333333332
571,Spain,Female,22,3,108117.1,1,0,1,53328.7,0,2.0273717529210353,0.13636363636363635,19,25.954545454545453
634,Spain,Female,35,10,0.0,1,1,0,82634.41,0,0.0,0.2857142857142857,25,18.114285714285714
523,Germany,Male,27,8,61688.61,2,1,0,147059.16,0,0.41948158822612613,0.2962962962962963,19,19.37037037037037
501,France,Female,40,2,0.0,2,0,0,141946.92,0,0.0,0.05,38,12.525
662,France,Male,74,6,0.0,2,1,0,123583.85,0,0.0,0.08108108108108109,68,8.945945945945946
573,Spain,Male,50,0,159304.07,1,0,1,155915.24,1,1.021735078623488,0.0,50,11.46
648,Germany,Male,33,5,138664.24,1,1,0,29076.27,0,4.768983091710181,0.15151515151515152,28,19.636363636363637
662,France,Female,22,2,126362.57,2,1,1,97382.8,0,1.2975861240383313,0.09090909090909091,20,30.09090909090909
725,France,Male,39,4,160652.45,2,1,0,57643.55,0,2.7869978514508564,0.10256410256410256,35,18.58974358974359
563,France,Female,35,2,183572.84,1,1,1,66006.75,1,2.781122233710946,0.05714285714285714,33,16.085714285714285
628,France,Male,31,0,88421.81,1,0,0,72350.47,0,1.2221317981762938,0.0,31,20.258064516129032
546,Spain,Female,45,2,0.0,1,0,0,197789.83,1,0.0,0.044444444444444446,43,12.133333333333333
688,Germany,Male,41,2,112871.19,2,0,1,65520.74,0,1.7226788036887253,0.04878048780487805,39,16.78048780487805
850,Germany,Male,41,8,60880.68,1,1,0,31825.84,0,1.9129323845026558,0.1951219512195122,33,20.73170731707317
614,France,Female,34,5,0.0,2,1,0,185561.89,0,0.0,0.14705882352941177,29,18.058823529411764
719,France,Female,37,9,101455.7,1,1,0,25803.59,1,3.931844367392289,0.24324324324324326,28,19.43243243243243
757,France,Female,71,0,88084.13,2,1,1,154337.47,0,0.5707242058587587,0.0,71,10.661971830985916
669,France,Male,29,7,0.0,2,1,1,138145.62,0,0.0,0.2413793103448276,22,23.06896551724138
438,Germany,Male,59,7,127197.14,1,1,0,51565.98,1,2.466687145284546,0.11864406779661017,52,7.423728813559322
492,France,Male,39,7,0.0,2,0,1,71323.23,0,0.0,0.1794871794871795,32,12.615384615384615
622,France,Female,39,9,83456.79,2,0,0,38882.34,0,2.1463931954712603,0.23076923076923078,30,15.948717948717949
645,France,Male,42,4,98298.18,1,1,1,676.06,0,145.3986036742301,0.09523809523809523,38,15.357142857142858
728,France,Male,37,0,0.0,2,1,1,72203.8,0,0.0,0.0,37,19.675675675675677
651,France,Male,35,2,86911.8,1,1,0,174094.24,0,0.4992227198326608,0.05714285714285714,33,18.6
783,Germany,Female,42,2,139707.28,1,1,0,2150.22,0,64.97348178325939,0.047619047619047616,40,18.642857142857142
732,Spain,Female,67,1,0.0,2,1,1,177783.04,0,0.0,0.014925373134328358,66,10.925373134328359
553,Spain,Female,39,1,142876.98,2,1,0,44363.42,0,3.220603370975457,0.02564102564102564,38,14.179487179487179
660,France,Male,30,7,146301.31,1,0,0,96847.91,0,1.5106295014523285,0.23333333333333334,23,22.0
